phase,task,method,seed,run_dir,status,checkpoint_exists,eval_exists,log_exists,has_error,recommended_action
resume_300k,SafetyCarButton1-v0,star_v2,10,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyCarButton1-v0/star_v2/starv2_core_100k_SafetyCarButton1_v0_selected_star_v2_star_v2_s10,PENDING,False,False,False,False,resume_training
resume_300k,SafetyCarButton1-v0,star_v2,11,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyCarButton1-v0/star_v2/starv2_core_100k_SafetyCarButton1_v0_selected_star_v2_star_v2_s11,PENDING,False,False,False,False,resume_training
resume_300k,SafetyCarButton1-v0,star_v2,12,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyCarButton1-v0/star_v2/starv2_core_100k_SafetyCarButton1_v0_selected_star_v2_star_v2_s12,PENDING,False,False,False,False,resume_training
resume_300k,SafetyPointGoal1-v0,pointwise_v2,13,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyPointGoal1-v0/pointwise_v2/starv2_resume_300k_SafetyPointGoal1_v0_selected_pointwise_v2_pointwise_v2_s13,PENDING,False,False,False,False,resume_training
resume_300k,SafetyPointGoal1-v0,pointwise_v2,14,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyPointGoal1-v0/pointwise_v2/starv2_resume_300k_SafetyPointGoal1_v0_selected_pointwise_v2_pointwise_v2_s14,PENDING,False,False,False,False,resume_training
resume_300k,SafetyPointGoal1-v0,current_only_v2,13,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyPointGoal1-v0/current_only_v2/starv2_resume_300k_SafetyPointGoal1_v0_selected_current_only_v2_current_only_v2_s13,PENDING,False,False,False,False,resume_training
resume_300k,SafetyPointGoal1-v0,current_only_v2,14,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyPointGoal1-v0/current_only_v2/starv2_resume_300k_SafetyPointGoal1_v0_selected_current_only_v2_current_only_v2_s14,PENDING,False,False,False,False,resume_training
resume_300k,SafetyPointGoal1-v0,sac_lag,13,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyPointGoal1-v0/sac_lag/starv2_resume_300k_SafetyPointGoal1_v0_selected_sac_lag_sac_lag_s13,PENDING,False,False,False,False,resume_training
resume_300k,SafetyPointGoal1-v0,sac_lag,14,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyPointGoal1-v0/sac_lag/starv2_resume_300k_SafetyPointGoal1_v0_selected_sac_lag_sac_lag_s14,PENDING,False,False,False,False,resume_training
resume_300k,SafetyPointGoal1-v0,star_v2,13,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyPointGoal1-v0/star_v2/starv2_resume_300k_SafetyPointGoal1_v0_selected_star_v2_star_v2_s13,PENDING,False,False,False,False,resume_training
resume_300k,SafetyPointGoal1-v0,star_v2,14,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyPointGoal1-v0/star_v2/starv2_resume_300k_SafetyPointGoal1_v0_selected_star_v2_star_v2_s14,PENDING,False,False,False,False,resume_training
resume_300k,SafetyCarGoal1-v0,pointwise_v2,13,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyCarGoal1-v0/pointwise_v2/starv2_resume_300k_SafetyCarGoal1_v0_selected_pointwise_v2_pointwise_v2_s13,PENDING,False,False,False,False,resume_training
resume_300k,SafetyCarGoal1-v0,pointwise_v2,14,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyCarGoal1-v0/pointwise_v2/starv2_resume_300k_SafetyCarGoal1_v0_selected_pointwise_v2_pointwise_v2_s14,PENDING,False,False,False,False,resume_training
resume_300k,SafetyCarGoal1-v0,current_only_v2,13,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyCarGoal1-v0/current_only_v2/starv2_resume_300k_SafetyCarGoal1_v0_selected_current_only_v2_current_only_v2_s13,PENDING,False,False,False,False,resume_training
resume_300k,SafetyCarGoal1-v0,current_only_v2,14,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyCarGoal1-v0/current_only_v2/starv2_resume_300k_SafetyCarGoal1_v0_selected_current_only_v2_current_only_v2_s14,PENDING,False,False,False,False,resume_training
resume_300k,SafetyCarGoal1-v0,sac_lag,13,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyCarGoal1-v0/sac_lag/starv2_resume_300k_SafetyCarGoal1_v0_selected_sac_lag_sac_lag_s13,PENDING,False,False,False,False,resume_training
resume_300k,SafetyCarGoal1-v0,sac_lag,14,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyCarGoal1-v0/sac_lag/starv2_resume_300k_SafetyCarGoal1_v0_selected_sac_lag_sac_lag_s14,PENDING,False,False,False,False,resume_training
resume_300k,SafetyCarGoal1-v0,star_v2,13,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_resume_300k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s13,PENDING,False,False,False,False,resume_training
resume_300k,SafetyCarGoal1-v0,star_v2,14,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyCarGoal1-v0/star_v2/starv2_resume_300k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s14,PENDING,False,False,False,False,resume_training
resume_300k,SafetyPointButton1-v0,pointwise_v2,13,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyPointButton1-v0/pointwise_v2/starv2_resume_300k_SafetyPointButton1_v0_selected_pointwise_v2_pointwise_v2_s13,PENDING,False,False,False,False,resume_training
resume_300k,SafetyPointButton1-v0,pointwise_v2,14,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyPointButton1-v0/pointwise_v2/starv2_resume_300k_SafetyPointButton1_v0_selected_pointwise_v2_pointwise_v2_s14,PENDING,False,False,False,False,resume_training
resume_300k,SafetyPointButton1-v0,current_only_v2,13,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyPointButton1-v0/current_only_v2/starv2_resume_300k_SafetyPointButton1_v0_selected_current_only_v2_current_only_v2_s13,PENDING,False,False,False,False,resume_training
resume_300k,SafetyPointButton1-v0,current_only_v2,14,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyPointButton1-v0/current_only_v2/starv2_resume_300k_SafetyPointButton1_v0_selected_current_only_v2_current_only_v2_s14,PENDING,False,False,False,False,resume_training
resume_300k,SafetyPointButton1-v0,sac_lag,13,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyPointButton1-v0/sac_lag/starv2_resume_300k_SafetyPointButton1_v0_selected_sac_lag_sac_lag_s13,PENDING,False,False,False,False,resume_training
resume_300k,SafetyPointButton1-v0,sac_lag,14,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyPointButton1-v0/sac_lag/starv2_resume_300k_SafetyPointButton1_v0_selected_sac_lag_sac_lag_s14,PENDING,False,False,False,False,resume_training
resume_300k,SafetyPointButton1-v0,star_v2,13,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyPointButton1-v0/star_v2/starv2_resume_300k_SafetyPointButton1_v0_selected_star_v2_star_v2_s13,PENDING,False,False,False,False,resume_training
resume_300k,SafetyPointButton1-v0,star_v2,14,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyPointButton1-v0/star_v2/starv2_resume_300k_SafetyPointButton1_v0_selected_star_v2_star_v2_s14,PENDING,False,False,False,False,resume_training
resume_300k,SafetyCarButton1-v0,pointwise_v2,13,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13,PENDING,False,False,False,False,resume_training
resume_300k,SafetyCarButton1-v0,pointwise_v2,14,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyCarButton1-v0/pointwise_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14,PENDING,False,False,False,False,resume_training
resume_300k,SafetyCarButton1-v0,current_only_v2,13,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyCarButton1-v0/current_only_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_current_only_v2_current_only_v2_s13,PENDING,False,False,False,False,resume_training
resume_300k,SafetyCarButton1-v0,current_only_v2,14,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyCarButton1-v0/current_only_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_current_only_v2_current_only_v2_s14,PENDING,False,False,False,False,resume_training
resume_300k,SafetyCarButton1-v0,sac_lag,13,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyCarButton1-v0/sac_lag/starv2_resume_300k_SafetyCarButton1_v0_selected_sac_lag_sac_lag_s13,PENDING,False,False,False,False,resume_training
resume_300k,SafetyCarButton1-v0,sac_lag,14,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyCarButton1-v0/sac_lag/starv2_resume_300k_SafetyCarButton1_v0_selected_sac_lag_sac_lag_s14,PENDING,False,False,False,False,resume_training
resume_300k,SafetyCarButton1-v0,star_v2,13,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyCarButton1-v0/star_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_star_v2_star_v2_s13,PENDING,False,False,False,False,resume_training
resume_300k,SafetyCarButton1-v0,star_v2,14,/root/FLAC-Safe-star-v2/results/star_v2_final/resume_300k/SafetyCarButton1-v0/star_v2/starv2_resume_300k_SafetyCarButton1_v0_selected_star_v2_star_v2_s14,PENDING,False,False,False,False,resume_training
final_collect,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/main_results_summary.csv,COMPLETED_TRAINING,,True,,False,skip
mechanism,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/mechanism/corridor_mechanism.csv,COMPLETED_TRAINING,,True,,False,skip
mechanism,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/mechanism/reference_age_summary.csv,COMPLETED_TRAINING,,True,,False,skip
mechanism,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/mechanism/mechanism_summary.md,COMPLETED_TRAINING,,True,,False,skip
oracle,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/oracle/oracle_status.md,PENDING,,False,,False,run_phase
ablation_100k,SafetyPointGoal1-v0,star_v2,20,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_original_legacy_linear_star_v2_s20,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyPointGoal1-v0,star_v2,20,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_endpoint_fix_positive_linear_star_v2_s20,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyPointGoal1-v0,star_v2,20,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_penalty_fix_legacy_squared_star_v2_s20,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyPointGoal1-v0,star_v2,20,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_star_v2_positive_squared_star_v2_s20,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyPointGoal1-v0,star_v2,21,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_original_legacy_linear_star_v2_s21,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyPointGoal1-v0,star_v2,21,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_endpoint_fix_positive_linear_star_v2_s21,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyPointGoal1-v0,star_v2,21,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_penalty_fix_legacy_squared_star_v2_s21,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyPointGoal1-v0,star_v2,21,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_star_v2_positive_squared_star_v2_s21,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyPointGoal1-v0,star_v2,22,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_original_legacy_linear_star_v2_s22,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyPointGoal1-v0,star_v2,22,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_endpoint_fix_positive_linear_star_v2_s22,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyPointGoal1-v0,star_v2,22,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_penalty_fix_legacy_squared_star_v2_s22,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyPointGoal1-v0,star_v2,22,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyPointGoal1-v0/star_v2/starv2_ablation_100k_SafetyPointGoal1_v0_star_v2_positive_squared_star_v2_s22,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyCarGoal1-v0,star_v2,20,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyCarGoal1-v0/star_v2/starv2_ablation_100k_SafetyCarGoal1_v0_original_legacy_linear_star_v2_s20,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyCarGoal1-v0,star_v2,20,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyCarGoal1-v0/star_v2/starv2_ablation_100k_SafetyCarGoal1_v0_endpoint_fix_positive_linear_star_v2_s20,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyCarGoal1-v0,star_v2,20,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyCarGoal1-v0/star_v2/starv2_ablation_100k_SafetyCarGoal1_v0_penalty_fix_legacy_squared_star_v2_s20,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyCarGoal1-v0,star_v2,20,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyCarGoal1-v0/star_v2/starv2_ablation_100k_SafetyCarGoal1_v0_star_v2_positive_squared_star_v2_s20,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyCarGoal1-v0,star_v2,21,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyCarGoal1-v0/star_v2/starv2_ablation_100k_SafetyCarGoal1_v0_original_legacy_linear_star_v2_s21,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyCarGoal1-v0,star_v2,21,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyCarGoal1-v0/star_v2/starv2_ablation_100k_SafetyCarGoal1_v0_endpoint_fix_positive_linear_star_v2_s21,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyCarGoal1-v0,star_v2,21,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyCarGoal1-v0/star_v2/starv2_ablation_100k_SafetyCarGoal1_v0_penalty_fix_legacy_squared_star_v2_s21,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyCarGoal1-v0,star_v2,21,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyCarGoal1-v0/star_v2/starv2_ablation_100k_SafetyCarGoal1_v0_star_v2_positive_squared_star_v2_s21,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyCarGoal1-v0,star_v2,22,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyCarGoal1-v0/star_v2/starv2_ablation_100k_SafetyCarGoal1_v0_original_legacy_linear_star_v2_s22,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyCarGoal1-v0,star_v2,22,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyCarGoal1-v0/star_v2/starv2_ablation_100k_SafetyCarGoal1_v0_endpoint_fix_positive_linear_star_v2_s22,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyCarGoal1-v0,star_v2,22,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyCarGoal1-v0/star_v2/starv2_ablation_100k_SafetyCarGoal1_v0_penalty_fix_legacy_squared_star_v2_s22,PENDING,False,False,False,False,resume_training
ablation_100k,SafetyCarGoal1-v0,star_v2,22,/root/FLAC-Safe-star-v2/results/star_v2_final/ablation_100k/SafetyCarGoal1-v0/star_v2/starv2_ablation_100k_SafetyCarGoal1_v0_star_v2_positive_squared_star_v2_s22,PENDING,False,False,False,False,resume_training
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/ablation/ablation_by_seed.csv,PENDING,,False,,False,run_phase
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/ablation/ablation_summary.csv,PENDING,,False,,False,run_phase
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/ablation/ablation_summary.md,PENDING,,False,,False,run_phase
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/executor/executor_grid_validation.csv,PENDING,,False,,False,run_phase
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/executor/executor_confirmation.csv,PENDING,,False,,False,run_phase
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/executor/selection.md,PENDING,,False,,False,run_phase
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/executor/confirmation.md,PENDING,,False,,False,run_phase
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/latex/table_main_results.tex,PENDING,,False,,False,run_phase
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/latex/table_ablation_executor.tex,PENDING,,False,,False,run_phase
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/figures/fig_mechanism_validation.pdf,PENDING,,False,,False,run_phase
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/figures/fig_mechanism_validation.png,PENDING,,False,,False,run_phase
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/figures/fig_mechanism_validation.svg,PENDING,,False,,False,run_phase
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/figures/fig_training_curves.pdf,PENDING,,False,,False,run_phase
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/figures/fig_training_curves.png,PENDING,,False,,False,run_phase
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/figures/fig_training_curves.svg,PENDING,,False,,False,run_phase
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/figures/captions.md,PENDING,,False,,False,run_phase
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/latex/result_macros.tex,PENDING,,False,,False,run_phase
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/final_claims.md,PENDING,,False,,False,run_phase
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/final_audit.md,PENDING,,False,,False,run_phase
paper_artifact,,,,/root/FLAC-Safe-star-v2/reports/star_v2_final/README.md,PENDING,,False,,False,run_phase
